WP_009885824_esmfold_v1	KAG1330652_esmfold_v1	3.495E-01	3.768E-01	3.438E-01	33
WP_009885824_esmfold_v1	KAJ4833732_esmfold_v1	2.484E-01	3.441E-01	2.740E-01	23
WP_009885824_esmfold_v1	KAJ4837486_esmfold_v1	2.453E-01	3.406E-01	2.717E-01	23
WP_009885824_esmfold_v1	KAL2926587_esmfold_v1	1.669E-01	3.534E-01	2.375E-01	15
WP_009885824_esmfold_v1	KAJ0713981_esmfold_v1	2.298E-01	2.698E-01	2.309E-01	21
WP_009885867_esmfold_v1	KAJ0713984_esmfold_v1	3.201E-01	2.968E-01	2.839E-01	29
WP_009885867_esmfold_v1	KAM0042933_esmfold_v1	3.249E-01	2.817E-01	2.824E-01	30
WP_009885867_esmfold_v1	KAG8472886_esmfold_v1	2.459E-01	3.561E-01	2.788E-01	23
WP_009885867_esmfold_v1	KAJ0497959_esmfold_v1	3.090E-01	2.948E-01	2.765E-01	28
WP_009885867_esmfold_v1	KAJ0713981_esmfold_v1	3.098E-01	2.923E-01	2.758E-01	28
WP_009885867_esmfold_v1	KAJ0663963_esmfold_v1	3.050E-01	2.774E-01	2.679E-01	27
WP_009885867_esmfold_v1	KAJ0764626_esmfold_v1	3.145E-01	2.645E-01	2.657E-01	28
WP_009885867_esmfold_v1	KAM0043288_esmfold_v1	2.505E-01	2.846E-01	2.518E-01	23
WP_009885867_esmfold_v1	KAF8662618_esmfold_v1	2.314E-01	3.079E-01	2.463E-01	21
WP_009885867_esmfold_v1	KAG5375256_esmfold_v1	2.175E-01	2.996E-01	2.384E-01	20
WP_009885867_esmfold_v1	KAG1330755_esmfold_v1	2.348E-01	2.706E-01	2.334E-01	21
WP_009885867_esmfold_v1	KAJ0513914_esmfold_v1	2.782E-01	2.236E-01	2.294E-01	25
WP_009885867_esmfold_v1	KAJ0764628_esmfold_v1	2.655E-01	2.350E-01	2.286E-01	24
WP_009885867_esmfold_v1	ABO32163_esmfold_v1	2.281E-01	2.541E-01	2.275E-01	21
WP_009885867_esmfold_v1	KAJ4837011_esmfold_v1	2.601E-01	1.937E-01	2.116E-01	24
WP_009885867_esmfold_v1	KOM46731_esmfold_v1	2.388E-01	2.170E-01	2.116E-01	22
WP_009885867_esmfold_v1	P11890_esmfold_v1	2.035E-01	2.364E-01	2.084E-01	19
WP_009885867_esmfold_v1	KAJ0719000_esmfold_v1	2.452E-01	2.056E-01	2.072E-01	22
WP_009885867_esmfold_v1	KAL9250805_esmfold_v1	2.135E-01	2.324E-01	2.059E-01	19
WP_009885867_esmfold_v1	KAM0047381_esmfold_v1	2.382E-01	2.110E-01	2.056E-01	21
WP_009885867_esmfold_v1	KAJ4832308_esmfold_v1	2.426E-01	1.678E-01	1.896E-01	22
WP_010869358_esmfold_v1	KHG00258_esmfold_v1	1.862E-01	3.670E-01	2.528E-01	17
WP_010869358_esmfold_v1	XP_017028222_esmfold_v1	2.341E-01	3.015E-01	2.482E-01	21
WP_010869358_esmfold_v1	KXJ73791_esmfold_v1	2.346E-01	2.895E-01	2.415E-01	21
WP_010869358_esmfold_v1	KAJ0465581_esmfold_v1	2.745E-01	2.341E-01	2.391E-01	25
WP_010869358_esmfold_v1	KAJ0487174_esmfold_v1	2.745E-01	2.341E-01	2.391E-01	25
WP_010869358_esmfold_v1	KAJ0661291_esmfold_v1	2.745E-01	2.341E-01	2.391E-01	25
WP_010869358_esmfold_v1	AGX29493_esmfold_v1	1.677E-01	3.705E-01	2.372E-01	15
WP_010869358_esmfold_v1	CAJ1992355_esmfold_v1	2.314E-01	2.725E-01	2.343E-01	21
WP_010869358_esmfold_v1	AAA28637_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	AAF50286_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	AAL28629_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	ACL89022_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	AFH04365_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	CAA23494_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	CAA27525_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	NP_001246694_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	NP_523999_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	P02516_esmfold_v1	2.230E-01	2.851E-01	2.339E-01	20
WP_010869358_esmfold_v1	KAJ0477125_esmfold_v1	2.044E-01	3.128E-01	2.315E-01	18
WP_010869358_esmfold_v1	KAJ0497963_esmfold_v1	2.044E-01	3.128E-01	2.315E-01	18
WP_010869358_esmfold_v1	KAJ0663966_esmfold_v1	2.044E-01	3.128E-01	2.315E-01	18
WP_010869358_esmfold_v1	KAJ0671451_esmfold_v1	2.044E-01	3.128E-01	2.315E-01	18
WP_010869358_esmfold_v1	AEB54676_esmfold_v1	1.796E-01	3.126E-01	2.297E-01	17
WP_010869358_esmfold_v1	JAC50203_esmfold_v1	2.425E-01	2.519E-01	2.297E-01	22
WP_010869358_esmfold_v1	AEH05930_esmfold_v1	2.286E-01	2.747E-01	2.296E-01	21
WP_010869358_esmfold_v1	AEB54681_esmfold_v1	1.865E-01	3.134E-01	2.286E-01	17
WP_010869358_esmfold_v1	KOM46731_esmfold_v1	2.524E-01	2.390E-01	2.278E-01	23
WP_010869358_esmfold_v1	AEB54675_esmfold_v1	1.854E-01	3.110E-01	2.264E-01	17
WP_010869358_esmfold_v1	ADX36150_esmfold_v1	2.159E-01	2.747E-01	2.243E-01	19
WP_010869358_esmfold_v1	KAL2926587_esmfold_v1	1.718E-01	3.105E-01	2.232E-01	16
WP_010869358_esmfold_v1	AEB54680_esmfold_v1	1.826E-01	3.065E-01	2.231E-01	17
WP_010869358_esmfold_v1	KAI8121373_esmfold_v1	2.017E-01	2.790E-01	2.225E-01	18
WP_010869358_esmfold_v1	AEB54677_esmfold_v1	1.966E-01	2.890E-01	2.222E-01	18
WP_010869358_esmfold_v1	AEB54671_esmfold_v1	1.792E-01	3.041E-01	2.221E-01	16
WP_010869358_esmfold_v1	JAC05247_esmfold_v1	2.101E-01	2.736E-01	2.212E-01	19
WP_010869358_esmfold_v1	BAU98076_esmfold_v1	1.584E-01	3.332E-01	2.207E-01	14
WP_010869358_esmfold_v1	AEB54685_esmfold_v1	1.846E-01	3.028E-01	2.197E-01	17
WP_010869358_esmfold_v1	CAN1265370_esmfold_v1	1.609E-01	3.134E-01	2.191E-01	15
WP_010869358_esmfold_v1	KAF8662618_esmfold_v1	2.017E-01	2.787E-01	2.188E-01	18
WP_010869358_esmfold_v1	KAG1326614_esmfold_v1	2.720E-01	1.998E-01	2.184E-01	24
WP_010869358_esmfold_v1	AEB54673_esmfold_v1	1.829E-01	3.005E-01	2.178E-01	17
WP_010869358_esmfold_v1	KAF8714845_esmfold_v1	2.200E-01	2.511E-01	2.177E-01	20
WP_010869358_esmfold_v1	KAJ0672481_esmfold_v1	1.969E-01	2.831E-01	2.177E-01	18
WP_010869358_esmfold_v1	CAK1626405_esmfold_v1	1.753E-01	3.118E-01	2.174E-01	16
WP_010869358_esmfold_v1	AEB54672_esmfold_v1	1.792E-01	2.973E-01	2.162E-01	16
WP_010869358_esmfold_v1	KAJ0497959_esmfold_v1	2.390E-01	2.365E-01	2.155E-01	21
WP_010869358_esmfold_v1	ALC43478_esmfold_v1	2.082E-01	2.645E-01	2.154E-01	19
WP_010869358_esmfold_v1	XP_064556834_esmfold_v1	2.085E-01	2.641E-01	2.147E-01	19
WP_010869358_esmfold_v1	XP_017101486_esmfold_v1	2.071E-01	2.587E-01	2.143E-01	19
WP_010869358_esmfold_v1	JAB88128_esmfold_v1	1.979E-01	2.703E-01	2.140E-01	18
